datetime,open,high,low,close,volume,contract
2025-09-09 08:00:00-04:00,3885.9,3887.3,3885.9,3887.3,2.0,MGCM7
2025-09-09 12:00:00-04:00,3887.3,3887.3,3887.3,3887.3,0.0,MGCM7
2025-09-09 16:00:00-04:00,3887.3,3887.3,3887.3,3887.3,0.0,MGCM7
2025-09-17 08:00:00-04:00,3935.0,3935.0,3935.0,3935.0,1.0,MGCM7
2025-09-17 12:00:00-04:00,3935.0,3935.0,3935.0,3935.0,0.0,MGCM7
2025-09-17 16:00:00-04:00,3935.0,3935.0,3935.0,3935.0,0.0,MGCM7
2025-09-25 20:00:00-04:00,4000.0,4000.0,4000.0,4000.0,1.0,MGCM7
2025-09-26 00:00:00-04:00,4000.0,4000.0,4000.0,4000.0,0.0,MGCM7
2025-09-26 04:00:00-04:00,4000.0,4000.0,4000.0,4000.0,0.0,MGCM7
2025-09-26 08:00:00-04:00,4000.0,4000.0,4000.0,4000.0,0.0,MGCM7
2025-09-26 12:00:00-04:00,4000.0,4000.0,4000.0,4000.0,0.0,MGCM7
2025-09-26 16:00:00-04:00,4000.0,4000.0,4000.0,4000.0,0.0,MGCM7
2025-09-30 04:00:00-04:00,4069.7,4069.7,4069.7,4069.7,1.0,MGCM7
2025-09-30 08:00:00-04:00,4069.7,4069.7,4069.7,4069.7,0.0,MGCM7
2025-09-30 12:00:00-04:00,4069.7,4069.7,4069.7,4069.7,0.0,MGCM7
2025-09-30 16:00:00-04:00,4069.7,4069.7,4069.7,4069.7,0.0,MGCM7
2025-10-02 08:00:00-04:00,4080.0,4080.0,4080.0,4080.0,2.0,MGCM7
2025-10-02 12:00:00-04:00,4100.0,4100.0,4100.0,4100.0,1.0,MGCM7
2025-10-02 16:00:00-04:00,4120.0,4120.0,4120.0,4120.0,1.0,MGCM7
2025-10-09 00:00:00-04:00,4322.4,4322.4,4322.4,4322.4,1.0,MGCM7
2025-10-09 04:00:00-04:00,4322.4,4322.4,4322.4,4322.4,0.0,MGCM7
2025-10-09 08:00:00-04:00,4322.4,4322.4,4322.4,4322.4,0.0,MGCM7
2025-10-09 12:00:00-04:00,4322.4,4322.4,4322.4,4322.4,0.0,MGCM7
2025-10-09 16:00:00-04:00,4322.4,4322.4,4322.4,4322.4,0.0,MGCM7
2025-10-13 00:00:00-04:00,4335.0,4335.0,4335.0,4335.0,1.0,MGCM7
2025-10-13 04:00:00-04:00,4335.0,4335.0,4335.0,4335.0,0.0,MGCM7
2025-10-13 08:00:00-04:00,4335.0,4335.0,4335.0,4335.0,0.0,MGCM7
2025-10-13 12:00:00-04:00,4335.0,4335.0,4335.0,4335.0,0.0,MGCM7
2025-10-13 16:00:00-04:00,4335.0,4335.0,4335.0,4335.0,0.0,MGCM7
2025-10-16 16:00:00-04:00,4588.8,4588.8,4588.8,4588.8,2.0,MGCM7
2025-10-17 12:00:00-04:00,4468.1,4468.1,4468.1,4468.1,1.0,MGCM7
2025-10-17 16:00:00-04:00,4468.1,4468.1,4468.1,4468.1,0.0,MGCM7
2025-10-21 08:00:00-04:00,4468.1,4468.1,4468.1,4468.1,1.0,MGCM7
2025-10-21 12:00:00-04:00,4468.1,4468.1,4468.1,4468.1,0.0,MGCM7
2025-10-21 16:00:00-04:00,4468.1,4468.1,4468.1,4468.1,0.0,MGCM7
2025-10-28 00:00:00-04:00,4202.9,4202.9,4201.9,4201.9,4.0,MGCM7
2025-10-28 04:00:00-04:00,4165.5,4165.5,4165.5,4165.5,1.0,MGCM7
2025-10-28 08:00:00-04:00,4165.5,4165.5,4165.5,4165.5,0.0,MGCM7
2025-10-28 12:00:00-04:00,4226.2,4226.2,4205.0,4205.0,3.0,MGCM7
2025-10-28 16:00:00-04:00,4205.0,4205.0,4205.0,4205.0,0.0,MGCM7
2025-10-29 04:00:00-04:00,4285.7,4285.7,4285.7,4285.7,2.0,MGCM7
2025-10-29 08:00:00-04:00,4285.7,4285.7,4285.7,4285.7,0.0,MGCM7
2025-10-29 12:00:00-04:00,4285.7,4285.7,4285.7,4285.7,0.0,MGCM7
2025-10-29 16:00:00-04:00,4285.7,4285.7,4285.7,4285.7,0.0,MGCM7
2025-11-05 11:00:00-05:00,4258.4,4258.4,4258.4,4258.4,1.0,MGCM7
2025-11-05 15:00:00-05:00,4258.4,4258.4,4258.4,4258.4,0.0,MGCM7
2025-11-13 11:00:00-05:00,4462.2,4462.2,4462.2,4462.2,1.0,MGCM7
2025-11-13 15:00:00-05:00,4435.0,4435.0,4435.0,4435.0,1.0,MGCM7
2025-11-17 23:00:00-05:00,4272.0,4272.0,4272.0,4272.0,1.0,MGCM7
2025-11-18 03:00:00-05:00,4272.0,4272.0,4272.0,4272.0,0.0,MGCM7
2025-11-18 07:00:00-05:00,4272.0,4272.0,4272.0,4272.0,0.0,MGCM7
2025-11-18 11:00:00-05:00,4272.0,4272.0,4272.0,4272.0,0.0,MGCM7
2025-11-18 15:00:00-05:00,4272.0,4272.0,4272.0,4272.0,0.0,MGCM7
2025-11-18 23:00:00-05:00,4346.0,4346.0,4346.0,4346.0,1.0,MGCM7
2025-11-19 03:00:00-05:00,4366.6,4366.6,4366.6,4366.6,1.0,MGCM7
2025-11-19 07:00:00-05:00,4356.6,4356.6,4356.6,4356.6,1.0,MGCM7
2025-11-19 11:00:00-05:00,4356.6,4356.6,4356.6,4356.6,0.0,MGCM7
2025-11-19 15:00:00-05:00,4356.6,4356.6,4356.6,4356.6,0.0,MGCM7
2025-11-24 19:00:00-05:00,4396.6,4396.6,4396.6,4396.6,1.0,MGCM7
2025-11-24 23:00:00-05:00,4396.6,4396.6,4396.6,4396.6,0.0,MGCM7
2025-11-25 03:00:00-05:00,4396.6,4396.6,4396.6,4396.6,0.0,MGCM7
2025-11-25 07:00:00-05:00,4396.6,4396.6,4396.6,4396.6,0.0,MGCM7
2025-11-25 11:00:00-05:00,4396.6,4396.6,4396.6,4396.6,0.0,MGCM7
2025-11-25 15:00:00-05:00,4396.6,4396.6,4396.6,4396.6,0.0,MGCM7
2025-12-04 07:00:00-05:00,4440.6,4450.6,4440.6,4450.6,2.0,MGCM7
2025-12-04 11:00:00-05:00,4450.6,4450.6,4450.6,4450.6,0.0,MGCM7
2025-12-04 15:00:00-05:00,4450.6,4450.6,4450.6,4450.6,0.0,MGCM7
2025-12-10 03:00:00-05:00,4440.6,4440.6,4440.6,4440.6,1.0,MGCM7
2025-12-10 07:00:00-05:00,4450.6,4450.6,4450.6,4450.6,1.0,MGCM7
2025-12-10 11:00:00-05:00,4450.6,4450.6,4450.6,4450.6,0.0,MGCM7
2025-12-10 15:00:00-05:00,4450.6,4450.6,4450.6,4450.6,0.0,MGCM7
2025-12-12 07:00:00-05:00,4604.8,4605.2,4562.4,4563.5,7.0,MGCM7
2025-12-12 11:00:00-05:00,4563.5,4563.5,4563.5,4563.5,0.0,MGCM7
2025-12-12 15:00:00-05:00,4563.5,4563.5,4563.5,4563.5,0.0,MGCM7
2025-12-15 19:00:00-05:00,4545.1,4545.1,4545.1,4545.1,1.0,MGCM7
2025-12-15 23:00:00-05:00,4543.0,4545.9,4540.6,4540.6,6.0,MGCM7
2025-12-16 03:00:00-05:00,4540.6,4540.6,4540.6,4540.6,0.0,MGCM7
2025-12-16 07:00:00-05:00,4583.5,4583.5,4583.5,4583.5,1.0,MGCM7
2025-12-16 11:00:00-05:00,4583.5,4583.5,4583.5,4583.5,0.0,MGCM7
2025-12-16 15:00:00-05:00,4583.5,4583.5,4583.5,4583.5,0.0,MGCM7
2025-12-17 03:00:00-05:00,4580.0,4580.0,4580.0,4580.0,2.0,MGCM7
2025-12-17 07:00:00-05:00,4580.0,4580.0,4580.0,4580.0,0.0,MGCM7
2025-12-17 11:00:00-05:00,4609.4,4609.8,4609.4,4609.8,2.0,MGCM7
2025-12-17 15:00:00-05:00,4604.6,4604.6,4604.6,4604.6,1.0,MGCM7
2025-12-18 03:00:00-05:00,4585.2,4585.2,4585.2,4585.2,1.0,MGCM7
2025-12-18 07:00:00-05:00,4585.2,4585.2,4585.2,4585.2,0.0,MGCM7
2025-12-18 11:00:00-05:00,4585.2,4585.2,4585.2,4585.2,0.0,MGCM7
2025-12-18 15:00:00-05:00,4585.2,4585.2,4585.2,4585.2,0.0,MGCM7
2025-12-21 23:00:00-05:00,4675.6,4682.7,4675.6,4677.6,6.0,MGCM7
2025-12-22 03:00:00-05:00,4677.6,4677.6,4677.6,4677.6,0.0,MGCM7
2025-12-22 07:00:00-05:00,4693.8,4701.2,4693.7,4694.1,5.0,MGCM7
2025-12-22 11:00:00-05:00,4706.7,4713.8,4703.0,4703.0,8.0,MGCM7
2025-12-22 15:00:00-05:00,4703.0,4703.0,4703.0,4703.0,0.0,MGCM7
2025-12-22 19:00:00-05:00,4732.9,4760.6,4732.9,4760.6,8.0,MGCM7
2025-12-22 23:00:00-05:00,4760.6,4760.6,4760.6,4760.6,0.0,MGCM7
2025-12-23 03:00:00-05:00,4760.6,4760.6,4760.6,4760.6,0.0,MGCM7
2025-12-23 07:00:00-05:00,4760.6,4760.6,4760.6,4760.6,0.0,MGCM7
2025-12-23 11:00:00-05:00,4760.6,4760.6,4760.6,4760.6,0.0,MGCM7
2025-12-23 15:00:00-05:00,4760.6,4760.6,4760.6,4760.6,0.0,MGCM7
2025-12-23 19:00:00-05:00,4771.0,4779.8,4771.0,4779.8,4.0,MGCM7
2025-12-23 23:00:00-05:00,4779.8,4779.8,4779.8,4779.8,0.0,MGCM7
2025-12-24 03:00:00-05:00,4779.8,4779.8,4779.8,4779.8,0.0,MGCM7
2025-12-24 07:00:00-05:00,4740.8,4740.8,4724.9,4724.9,6.0,MGCM7
2025-12-24 11:00:00-05:00,4724.9,4724.9,4724.9,4724.9,0.0,MGCM7
2025-12-26 07:00:00-05:00,4799.2,4814.7,4792.8,4814.7,5.0,MGCM7
2025-12-26 11:00:00-05:00,4822.8,4829.4,4790.3,4790.3,3.0,MGCM7
2025-12-26 15:00:00-05:00,4790.3,4790.3,4790.3,4790.3,0.0,MGCM7
2025-12-28 23:00:00-05:00,4771.5,4771.5,4712.5,4712.5,3.0,MGCM7
2025-12-29 03:00:00-05:00,4712.5,4712.5,4712.5,4712.5,0.0,MGCM7
2025-12-29 07:00:00-05:00,4672.0,4672.0,4636.0,4636.0,2.0,MGCM7
2025-12-29 11:00:00-05:00,4636.0,4636.0,4636.0,4636.0,0.0,MGCM7
2025-12-29 15:00:00-05:00,4636.0,4636.0,4636.0,4636.0,0.0,MGCM7
2025-12-30 23:00:00-05:00,4578.5,4578.5,4578.5,4578.5,1.0,MGCM7
2025-12-31 03:00:00-05:00,4578.2,4578.2,4578.2,4578.2,1.0,MGCM7
2025-12-31 07:00:00-05:00,4578.2,4578.2,4578.2,4578.2,0.0,MGCM7
2025-12-31 11:00:00-05:00,4575.4,4575.4,4575.4,4575.4,1.0,MGCM7
2025-12-31 15:00:00-05:00,4575.4,4575.4,4575.4,4575.4,0.0,MGCM7
2026-01-04 18:00:00-05:00,4604.1,4604.1,4604.1,4604.1,1.0,MGCM7
2026-01-04 19:00:00-05:00,4604.1,4604.1,4604.1,4604.1,0.0,MGCM7
2026-01-04 23:00:00-05:00,4604.1,4604.1,4604.1,4604.1,0.0,MGCM7
2026-01-05 03:00:00-05:00,4680.0,4680.0,4680.0,4680.0,2.0,MGCM7
2026-01-05 07:00:00-05:00,4680.0,4680.0,4680.0,4680.0,0.0,MGCM7
2026-01-05 11:00:00-05:00,4680.0,4680.0,4680.0,4680.0,0.0,MGCM7
2026-01-05 15:00:00-05:00,4680.0,4680.0,4680.0,4680.0,0.0,MGCM7
2026-01-07 23:00:00-05:00,4683.9,4686.7,4683.9,4686.7,2.0,MGCM7
2026-01-08 03:00:00-05:00,4679.8,4679.8,4679.8,4679.8,1.0,MGCM7
2026-01-08 07:00:00-05:00,4679.8,4679.8,4679.8,4679.8,0.0,MGCM7
2026-01-08 11:00:00-05:00,4713.1,4713.1,4713.1,4713.1,1.0,MGCM7
2026-01-08 15:00:00-05:00,4713.1,4713.1,4713.1,4713.1,0.0,MGCM7
2026-01-09 07:00:00-05:00,4734.1,4735.6,4718.9,4735.6,3.0,MGCM7
2026-01-09 11:00:00-05:00,4735.6,4735.6,4735.6,4735.6,0.0,MGCM7
2026-01-09 15:00:00-05:00,4735.6,4735.6,4735.6,4735.6,0.0,MGCM7
2026-01-11 19:00:00-05:00,4800.8,4859.3,4800.8,4859.3,8.0,MGCM7
2026-01-11 23:00:00-05:00,4859.3,4859.3,4859.3,4859.3,0.0,MGCM7
2026-01-12 03:00:00-05:00,4859.3,4859.3,4859.3,4859.3,0.0,MGCM7
2026-01-12 07:00:00-05:00,4865.6,4881.7,4865.6,4881.7,4.0,MGCM7
2026-01-12 11:00:00-05:00,4885.5,4885.5,4878.0,4878.0,3.0,MGCM7
2026-01-12 15:00:00-05:00,4878.0,4878.0,4878.0,4878.0,0.0,MGCM7
2026-01-13 23:00:00-05:00,4888.6,4893.8,4888.6,4893.8,2.0,MGCM7
2026-01-14 03:00:00-05:00,4893.8,4893.8,4893.8,4893.8,0.0,MGCM7
2026-01-14 07:00:00-05:00,4893.8,4893.8,4893.8,4893.8,0.0,MGCM7
2026-01-14 11:00:00-05:00,4893.8,4893.8,4893.8,4893.8,0.0,MGCM7
2026-01-14 15:00:00-05:00,4893.8,4893.8,4893.8,4893.8,0.0,MGCM7
2026-01-14 19:00:00-05:00,4835.1,4851.8,4835.1,4851.8,5.0,MGCM7
2026-01-14 23:00:00-05:00,4859.6,4859.6,4859.6,4859.6,1.0,MGCM7
2026-01-15 03:00:00-05:00,4859.6,4859.6,4859.6,4859.6,0.0,MGCM7
2026-01-15 07:00:00-05:00,4859.6,4859.6,4859.6,4859.6,0.0,MGCM7
2026-01-15 11:00:00-05:00,4859.6,4859.6,4859.6,4859.6,0.0,MGCM7
2026-01-15 15:00:00-05:00,4859.6,4859.6,4859.6,4859.6,0.0,MGCM7
2026-01-16 07:00:00-05:00,4840.5,4849.4,4830.0,4830.0,3.0,MGCM7
2026-01-16 11:00:00-05:00,4841.0,4841.0,4841.0,4841.0,1.0,MGCM7
2026-01-16 15:00:00-05:00,4841.0,4841.0,4841.0,4841.0,0.0,MGCM7
2026-01-18 18:00:00-05:00,4932.4,4937.1,4932.4,4937.1,2.0,MGCM7
2026-01-18 19:00:00-05:00,4936.6,4936.6,4936.6,4936.6,1.0,MGCM7
2026-01-18 23:00:00-05:00,4936.6,4936.6,4936.6,4936.6,0.0,MGCM7
2026-01-19 03:00:00-05:00,4936.6,4936.6,4936.6,4936.6,0.0,MGCM7
2026-01-19 07:00:00-05:00,4936.6,4936.6,4936.6,4936.6,0.0,MGCM7
2026-01-19 11:00:00-05:00,4936.6,4936.6,4936.6,4936.6,0.0,MGCM7
2026-01-19 18:00:00-05:00,4936.6,4936.6,4936.6,4936.6,0.0,MGCM7
2026-01-19 19:00:00-05:00,4928.8,4928.8,4928.8,4928.8,1.0,MGCM7
2026-01-19 23:00:00-05:00,4950.2,4952.8,4950.2,4952.8,2.0,MGCM7
2026-01-20 03:00:00-05:00,4952.8,4952.8,4952.8,4952.8,0.0,MGCM7
2026-01-20 07:00:00-05:00,4981.9,5009.7,4981.9,4992.1,6.0,MGCM7
2026-01-20 11:00:00-05:00,5018.5,5024.5,5018.5,5024.5,2.0,MGCM7
2026-01-20 15:00:00-05:00,5024.5,5024.5,5024.5,5024.5,0.0,MGCM7
2026-01-20 19:00:00-05:00,5046.5,5092.1,5046.5,5081.9,7.0,MGCM7
